user,project_name,namespace,url,url_with_commit
aws,aws-dynamodb-encryption-python,test/functional/encrypted/test_client.py,https://github.com/aws/aws-dynamodb-encryption-python/tree/2ae188138cd34adef73eda4905991ebc9b3644e2,
aws,aws-dynamodb-encryption-python,test/integration/material_providers/test_aws_kms.py,https://github.com/aws/aws-dynamodb-encryption-python/tree/2ae188138cd34adef73eda4905991ebc9b3644e2,
aws,chalice,tests/unit/test_app.py,https://github.com/aws/chalice/tree/9b30601310dff84ba82e7548634b4eb49ca160eb,
aws,chalice,tests/unit/conftest.py,https://github.com/aws/chalice/tree/9b30601310dff84ba82e7548634b4eb49ca160eb,
aws,aws-dynamodb-encryption-python,test/integration/integration_test_utils.py,https://github.com/aws/aws-dynamodb-encryption-python/tree/2ae188138cd34adef73eda4905991ebc9b3644e2,
aws,aws-dynamodb-encryption-python,test/functional/encrypted/test_table.py,https://github.com/aws/aws-dynamodb-encryption-python/tree/2ae188138cd34adef73eda4905991ebc9b3644e2,
aws,aws-dynamodb-encryption-python,test/functional/hypothesis_strategies.py,https://github.com/aws/aws-dynamodb-encryption-python/tree/2ae188138cd34adef73eda4905991ebc9b3644e2,
aws,aws-dynamodb-encryption-python,test/functional/test_hypothesis_strategies.py,https://github.com/aws/aws-dynamodb-encryption-python/tree/2ae188138cd34adef73eda4905991ebc9b3644e2,
aws,aws-dynamodb-encryption-python,test/functional/internal/formatting/test_material_description.py,https://github.com/aws/aws-dynamodb-encryption-python/tree/2ae188138cd34adef73eda4905991ebc9b3644e2,
aws-cloudformation,cloudformation-cli-python-plugin,tests/lib/utils_test.py,https://github.com/aws-cloudformation/cloudformation-cli-python-plugin/tree/9d1ab976406b16276e0e7de3cadb06fdc3b2c8e5,
aws-cloudformation,cloudformation-cli-python-plugin,tests/lib/interface_test.py,https://github.com/aws-cloudformation/cloudformation-cli-python-plugin/tree/9d1ab976406b16276e0e7de3cadb06fdc3b2c8e5,
aws-cloudformation,cloudformation-cli,src/rpdk/core/contract/resource_generator.py,https://github.com/aws-cloudformation/cloudformation-cli/tree/a73666d6b38099549c55f674748c095e0ef628ee,
aws-samples,amazon-sagemaker-cdk-examples,dask-fargate/.env/lib/python3.6/site-packages/tests/metadata/test_roundtrips.py,https://github.com/aws-samples/amazon-sagemaker-cdk-examples/tree/054cc7f776c0d01c5e134197a2246fa2c5b053a0,
aws-samples,amazon-sagemaker-cdk-examples,dask-fargate/.env/lib/python3.6/site-packages/tests/metadata/__init__.py,https://github.com/aws-samples/amazon-sagemaker-cdk-examples/tree/054cc7f776c0d01c5e134197a2246fa2c5b053a0,
awslabs,predictive-maintenance-using-machine-learning,source/predictive_maintenance/pandas/util/_tester.py,https://github.com/awslabs/predictive-maintenance-using-machine-learning/tree/5ea779b5202735c80d2edc94bf232689d9ed3b10,
awslabs,predictive-maintenance-using-machine-learning,source/predictive_maintenance/pandas/tests/tseries/offsets/test_offsets_properties.py,https://github.com/awslabs/predictive-maintenance-using-machine-learning/tree/5ea779b5202735c80d2edc94bf232689d9ed3b10,
awslabs,predictive-maintenance-using-machine-learning,source/predictive_maintenance/pandas/conftest.py,https://github.com/awslabs/predictive-maintenance-using-machine-learning/tree/5ea779b5202735c80d2edc94bf232689d9ed3b10,
awslabs,predictive-maintenance-using-machine-learning,source/predictive_maintenance/pandas/tests/tseries/offsets/test_ticks.py,https://github.com/awslabs/predictive-maintenance-using-machine-learning/tree/5ea779b5202735c80d2edc94bf232689d9ed3b10,
backtrace-labs,umash,t/test_params_prepare.py,https://github.com/backtrace-labs/umash/tree/0faebf07e59557c0fd7eb9622b325b538bf5606e,
backtrace-labs,umash,t/test_modarith.py,https://github.com/backtrace-labs/umash/tree/0faebf07e59557c0fd7eb9622b325b538bf5606e,
backtrace-labs,umash,t/test_umash_medium.py,https://github.com/backtrace-labs/umash/tree/0faebf07e59557c0fd7eb9622b325b538bf5606e,
backtrace-labs,umash,t/test_umash_short.py,https://github.com/backtrace-labs/umash/tree/0faebf07e59557c0fd7eb9622b325b538bf5606e,
backtrace-labs,umash,t/test_params_derive.py,https://github.com/backtrace-labs/umash/tree/0faebf07e59557c0fd7eb9622b325b538bf5606e,
backtrace-labs,umash,t/test_umash_incremental.py,https://github.com/backtrace-labs/umash/tree/0faebf07e59557c0fd7eb9622b325b538bf5606e,
backtrace-labs,umash,t/test_umash_long.py,https://github.com/backtrace-labs/umash/tree/0faebf07e59557c0fd7eb9622b325b538bf5606e,
backtrace-labs,umash,t/test_bench_exact_test.py,https://github.com/backtrace-labs/umash/tree/0faebf07e59557c0fd7eb9622b325b538bf5606e,
